Date,Open Price,High Price,Low Price,Last Traded Price,Close Price,Total Traded Quantity,Turnover (in Lakhs)
2009-07-27,457.25,467.8,447.08,454.67,455.05,25663273.04,116099.6
2009-07-24,480.7,484.78,465.71,473.66,472.92,18075885.64,85475.21
2009-07-23,466.62,481.59,465.92,479.99,478.72,12645803.48,59970.24
2009-07-22,474.83,482.48,460.2,462.43,463.28,13413043.42,62919.09
2009-07-21,489.77,489.77,470.7,472.54,473.34,13149742.62,62485.73
2009-07-20,459.59,478.12,457.25,476.48,476.78,17563963.04,82769.27
2009-07-17,456.1,461.0,451.46,454.9,454.21,14095002.72,64345.21
2009-07-16,445.76,461.56,440.83,453.85,453.83,23570180.96,106336.05
2009-07-15,433.8,443.18,423.61,443.15,439.97,13536036.52,58505.42
2009-07-14,415.98,427.94,414.1,427.52,425.37,15775236.26,66166.07
2009-07-13,410.28,414.69,402.63,409.58,410.57,17696125.18,72224.5
2009-07-10,434.5,437.78,409.18,411.38,416.25,17916885.9,76462.05
2009-07-09,430.28,439.64,429.13,432.86,434.59,15728111.64,68498.97
2009-07-08,435.07,443.18,421.44,429.37,429.03,24612151.0,106379.0
2009-07-07,445.76,448.57,427.99,435.44,435.07,24886045.24,108266.24
2009-07-06,480.23,481.17,436.39,441.3,443.92,25261715.88,115805.31
2009-07-03,468.97,477.2,464.28,475.54,475.46,18477532.38,87196.2
2009-07-02,511.88,511.88,467.88,469.98,471.63,16419244.24,77897.41
2009-07-01,475.98,488.9,466.16,481.82,482.76,15856384.42,75777.9
2009-06-30,492.42,494.6,471.46,475.77,474.46,12714213.08,61030.27
2009-06-29,475.07,495.44,470.08,487.26,489.37,15891704.44,77356.82
2009-06-26,461.03,477.65,460.28,474.76,475.82,16969403.9,79643.85
2009-06-25,469.25,474.6,455.48,462.4,459.15,22755598.9,105512.69
2009-06-24,474.83,477.36,462.42,467.43,469.52,20087641.92,94464.91
2009-06-23,445.52,476.88,445.52,469.23,472.56,25359845.96,117947.96
2009-06-22,480.16,480.7,453.16,453.73,457.83,19707702.36,91866.14
2009-06-19,479.52,483.61,463.6,476.71,478.7,20690402.02,98342.54
2009-06-18,482.57,485.97,466.65,477.0,474.85,26472541.3,126269.67
2009-06-17,498.47,510.71,477.49,480.31,481.01,20981662.0,104241.38
2009-06-16,504.15,512.33,498.66,500.33,502.58,21870376.84,110591.23
2009-06-15,553.31,553.31,507.73,510.0,510.9,30453854.96,158978.43
2009-06-12,541.66,557.84,540.55,550.57,553.88,20968236.82,115446.61
2009-06-11,544.01,545.18,535.21,536.51,540.08,10838239.66,58497.09
2009-06-10,537.21,548.67,536.07,542.65,544.05,16910414.98,91975.93
2009-06-09,513.06,537.21,510.0,536.97,532.79,17715158.42,93182.17
2009-06-08,517.51,530.36,510.24,510.93,514.46,16111978.96,83718.15
2009-06-05,533.46,534.86,513.52,517.44,518.86,19948728.78,104166.9
2009-06-04,521.69,532.01,506.49,529.48,530.35,16462641.56,85571.48
2009-06-03,530.24,541.07,521.85,523.42,526.63,14662464.12,77721.94
2009-06-02,539.34,541.3,521.51,534.71,534.44,14069623.66,74569.59
2009-06-01,546.35,546.35,529.04,534.7,535.14,12697559.54,68145.53
2009-05-29,526.38,541.12,518.91,529.47,532.73,27279800.92,145213.91
2009-05-28,511.18,526.65,511.18,518.21,520.69,19182759.72,100115.49
2009-05-27,509.3,517.04,504.72,515.87,512.67,22283303.62,113717.67
2009-05-26,511.2,517.98,499.57,501.73,502.43,10593784.44,53659.43
2009-05-25,515.87,519.38,505.08,512.82,514.64,13237782.5,67716.78
2009-05-22,492.37,517.56,490.31,511.18,512.53,18962310.34,96296.77
2009-05-21,502.97,510.47,493.02,495.06,496.04,16962183.82,85150.27
2009-05-20,515.87,528.23,500.91,502.51,504.72,28773331.42,147230.41
2009-05-19,574.49,586.22,515.87,520.02,523.12,44667407.02,239538.97
2009-05-18,503.44,594.42,492.71,544.08,555.16,225259.92,1244.06
2009-05-15,449.04,459.59,448.25,459.49,457.41,13448755.76,61059.17
2009-05-14,446.05,451.97,440.88,448.24,447.62,17259405.8,77245.76
2009-05-13,462.46,463.11,446.93,452.73,453.26,22289802.98,101433.4
2009-05-12,433.79,463.2,432.16,462.29,459.57,19556020.8,87200.34
2009-05-11,449.98,452.09,433.82,435.91,436.52,16024928.5,70605.21
2009-05-08,450.21,453.03,439.66,444.58,445.59,16996079.42,75878.12
2009-05-07,433.8,451.36,433.8,449.04,449.17,15668926.54,70107.07
2009-05-06,442.95,454.46,436.14,440.61,441.18,20819745.22,92737.25
2009-05-05,442.01,444.28,430.52,439.72,441.69,20805147.26,90962.07
2009-05-04,434.04,444.35,431.52,439.66,442.5,18276295.32,80386.27
2009-04-29,410.58,426.76,409.38,424.47,423.54,18216154.94,76332.36
2009-04-28,417.62,420.2,405.89,406.83,407.34,17162013.52,70976.71
2009-04-27,419.97,423.72,412.93,418.32,418.69,17901695.14,74889.85
2009-04-24,410.35,422.54,404.96,422.07,419.46,23349688.92,96473.68
2009-04-23,402.61,416.19,397.69,415.16,413.56,18077992.38,73778.68
2009-04-22,403.32,406.36,396.51,402.75,402.85,18865028.92,75777.39
2009-04-21,397.45,406.52,395.04,401.44,400.06,21334563.54,85483.39
2009-04-20,403.32,411.45,395.88,403.13,402.24,21025890.9,85030.54
2009-04-17,410.37,417.54,399.18,404.72,402.6,27380238.2,112388.42
2009-04-16,424.68,431.45,402.93,404.96,406.83,28231091.28,117430.95
2009-04-15,410.35,431.38,406.4,430.74,429.12,25789366.58,108784.6
2009-04-13,412.68,419.5,404.02,413.13,415.87,16226434.2,66747.12
2009-04-09,410.35,414.54,399.86,406.43,407.01,22149708.52,90165.53
2009-04-08,384.55,407.77,376.35,405.51,404.52,39213506.66,152417.84
2009-04-06,398.63,408.55,385.87,392.73,391.97,22428025.24,88436.58
2009-04-02,377.52,393.94,375.7,391.59,389.56,23409402.84,90667.27
2009-04-01,357.12,373.77,351.11,372.69,370.78,20375980.6,73917.65
2009-03-31,359.94,363.91,355.25,356.91,357.53,24370391.06,87892.14
2009-03-30,356.68,359.94,350.56,359.91,355.59,29302931.1,104043.97
2009-03-27,364.39,371.29,359.94,361.37,363.16,28763663.42,104827.24
2009-03-26,363.39,370.25,357.12,362.28,367.09,35036410.48,127428.84
2009-03-25,340.0,363.22,340.0,362.75,359.28,40803026.38,143656.83
2009-03-24,340.02,345.87,337.66,338.77,340.58,29412332.7,100470.07
2009-03-23,317.49,340.0,317.49,337.72,337.3,21202188.16,69732.24
2009-03-20,313.98,318.88,309.99,314.09,314.02,21775155.26,68216.3
2009-03-19,313.74,317.46,309.55,315.39,315.55,18513658.4,58055.24
2009-03-18,308.37,319.37,308.37,312.57,312.19,18631354.8,58625.93
2009-03-17,311.87,314.92,303.22,304.93,304.88,20280584.18,62572.65
2009-03-16,301.14,312.81,298.03,311.86,311.3,19305667.56,59012.63
2009-03-13,288.4,303.38,287.48,303.11,301.14,17542980.86,51820.68
2009-03-12,276.93,284.81,271.54,281.29,281.85,20747279.94,58243.84
2009-03-09,272.24,273.88,266.88,273.18,270.45,14273133.78,38458.17
2009-03-06,264.97,275.99,261.52,275.76,274.33,19459306.58,52374.95
2009-03-05,283.26,286.08,267.84,268.49,269.61,30353579.74,82983.15
2009-03-04,270.91,285.54,270.91,283.96,283.99,25488660.36,71598.59
2009-03-03,288.42,293.57,275.52,277.4,280.64,22334193.94,64157.33
2009-03-02,288.11,296.32,284.9,285.67,287.4,21058908.0,61114.77
2009-02-27,302.35,303.19,292.3,294.4,296.87,20513755.06,60880.56
2009-02-26,294.99,304.13,293.41,303.5,302.68,16374426.82,48865.05
2009-02-25,296.62,301.55,296.05,296.6,296.99,12601983.98,37670.71
2009-02-24,289.59,296.3,281.7,293.81,293.87,19490268.1,56262.54
2009-02-20,294.53,300.84,291.13,294.56,293.9,15683520.24,46209.29
2009-02-19,302.49,306.94,300.64,303.26,303.37,12812705.64,38925.9
2009-02-18,297.09,309.01,290.76,302.72,303.69,19507407.8,59230.03
2009-02-17,305.1,306.47,295.03,298.76,297.16,16328368.38,48831.93
2009-02-16,324.64,327.59,307.43,309.17,309.57,19592701.24,61645.43
2009-02-13,320.55,329.22,319.14,325.86,326.5,12387385.72,40362.58
2009-02-12,323.29,323.29,315.45,316.02,316.92,13410429.16,42825.67
2009-02-11,320.08,325.77,319.14,325.66,323.88,17934166.34,57879.43
2009-02-10,325.68,331.59,321.8,328.75,328.74,28985908.22,94906.67
2009-02-09,317.73,328.05,314.45,326.29,325.86,18925659.74,60877.07
2009-02-06,304.83,316.56,303.8,315.39,315.35,18513206.36,57700.85
2009-02-05,311.63,311.63,298.07,302.57,302.21,17513234.78,52891.65
2009-02-04,308.35,313.62,303.68,304.6,306.59,16916841.82,52255.01
2009-02-03,302.49,312.97,298.51,305.43,306.29,29472677.78,90250.99
2009-02-02,302.49,317.22,298.63,299.25,300.14,22881948.3,69780.97
2009-01-30,290.3,312.06,290.3,311.82,310.37,23708595.12,71974.41
2009-01-29,301.31,303.66,291.06,295.45,297.82,27052272.18,80123.69
2009-01-28,292.64,302.49,287.58,301.55,298.74,19587033.5,57534.1
2009-01-27,278.1,289.23,274.35,288.7,287.47,19120162.88,54195.86
2009-01-23,280.92,313.04,262.63,272.85,271.1,34580547.0,93620.87
2009-01-22,269.64,270.8,259.6,265.31,266.45,29831797.24,79172.3
2009-01-21,272.01,277.37,260.28,261.92,262.59,21184263.74,57214.74
2009-01-20,285.32,285.32,273.88,277.17,277.55,19818353.52,55475.62
2009-01-19,287.15,293.1,283.26,286.54,288.4,18106855.66,52358.1
2009-01-16,269.89,288.65,267.29,286.33,285.45,28410488.94,79758.48
2009-01-15,267.74,271.99,259.7,268.75,267.86,26755399.88,71210.82
2009-01-14,255.85,285.61,255.85,281.27,276.64,27935263.84,75089.47
2009-01-13,256.69,268.72,249.73,254.03,252.67,28062564.28,72662.23
2009-01-12,267.25,268.49,254.42,257.23,257.45,31407529.28,81196.08
2009-01-09,283.73,283.73,256.45,268.49,270.42,40463754.74,108231.87
2009-01-07,321.01,325.0,275.52,281.08,281.56,36252050.74,107440.37
2009-01-06,318.9,325.94,312.16,324.3,321.46,25714261.44,82292.01
2009-01-05,304.6,322.89,303.68,321.83,320.27,23485412.06,73565.01
2009-01-02,295.38,304.81,293.58,302.97,301.65,21160709.96,63507.91
2009-01-01,290.76,296.15,289.61,293.12,294.2,12181329.62,35705.3
2008-12-31,294.05,296.79,285.14,289.02,289.06,21030394.4,61305.64
2008-12-30,295.47,298.5,287.99,290.32,293.23,19222131.18,56365.12
2008-12-29,281.39,293.57,278.57,293.1,292.24,24966195.48,71492.55
2008-12-26,293.11,298.97,282.32,285.14,283.77,13529733.34,39397.17
2008-12-24,293.34,294.75,288.46,292.4,291.23,17509511.72,51035.7
2008-12-23,300.38,300.38,292.27,295.99,295.39,16414356.94,48612.93
2008-12-22,306.0,317.12,299.91,300.38,301.44,20795701.02,64382.51
2008-12-19,318.96,323.0,310.11,316.18,316.86,35128105.18,111831.1
2008-12-18,314.21,321.72,300.74,317.26,319.14,45656904.56,142111.36
2008-12-17,325.94,329.92,311.89,314.14,316.88,37693138.58,119880.31
2008-12-16,316.56,327.53,310.85,324.3,325.59,33044796.24,105426.72
2008-12-15,316.32,318.67,298.32,317.49,314.34,42046877.44,129870.49
2008-12-12,290.76,310.46,282.85,307.23,306.5,42342180.34,126438.5
2008-12-11,293.11,304.29,279.81,302.76,295.22,38757736.98,111406.34
2008-12-10,269.35,289.36,266.61,286.78,287.76,32065764.2,89326.54
2008-12-08,270.17,275.45,259.58,261.98,262.28,29706850.88,79691.65
2008-12-05,275.52,277.17,258.64,262.64,262.06,28486353.18,76081.86
2008-12-04,254.18,274.35,246.23,271.98,271.79,39518268.6,103233.89
2008-12-03,258.06,261.22,246.21,249.02,250.69,28004918.7,70169.21
2008-12-02,250.9,254.12,240.35,252.54,251.83,30695324.92,76355.23
2008-12-01,263.87,276.7,257.5,259.81,260.14,27135492.98,73073.83
2008-11-28,262.63,274.28,255.83,266.14,266.01,31095888.42,83133.88
2008-11-26,250.12,268.96,250.12,265.91,267.06,36202934.54,93591.58
2008-11-25,274.35,278.76,246.45,246.68,251.33,32290832.24,85290.0
2008-11-24,275.88,275.88,252.07,266.38,268.44,31905450.96,84167.86
2008-11-21,249.73,271.07,242.01,270.6,263.64,37077823.28,94841.62
2008-11-20,254.42,257.7,243.86,249.32,247.63,33062477.58,82753.49
2008-11-19,269.95,286.51,261.45,262.63,265.54,43314405.94,119812.53
2008-11-18,258.41,270.13,250.98,269.67,267.31,31351679.12,82823.46
2008-11-17,269.66,274.33,252.86,267.38,267.64,31720249.06,82816.52
2008-11-14,278.9,280.21,254.97,269.66,268.9,48075233.26,128502.15
2008-11-12,281.39,282.93,267.91,274.11,272.52,35256855.62,97228.5
2008-11-11,300.17,302.49,279.99,284.45,283.19,29068327.28,83175.56
2008-11-10,293.18,306.89,289.59,305.3,305.56,21148871.24,63359.89
2008-11-07,275.05,290.72,269.96,286.78,286.25,30524175.12,86198.54
2008-11-06,281.31,289.12,271.13,275.05,274.48,40858684.6,114727.14
2008-11-05,352.95,352.95,290.37,292.72,297.57,49917967.84,155780.41
2008-11-04,340.0,343.29,322.46,341.41,340.38,26711503.64,88508.49
2008-11-03,337.43,341.18,327.6,340.71,338.06,30068413.98,100432.64
2008-10-31,296.61,327.1,289.67,320.08,322.52,44638053.28,140034.84
2008-10-29,281.39,285.58,269.42,284.9,281.8,33143672.64,92430.16
2008-10-28,274.35,274.35,262.63,270.9,270.36,6611592.24,17780.62
2008-10-27,240.85,255.59,218.07,254.42,252.54,42202439.86,100387.74
2008-10-24,281.39,283.68,232.14,237.07,239.06,39479993.18,102329.85
2008-10-23,298.03,304.1,280.31,287.48,285.52,30482215.02,89071.64
2008-10-22,321.85,322.08,306.12,306.47,308.77,19051480.34,59531.59
2008-10-21,316.56,334.14,310.34,329.15,327.1,28674310.02,93440.65
2008-10-20,311.86,323.59,300.38,309.75,309.74,29980105.44,93209.01
2008-10-17,328.28,337.66,301.74,302.49,306.25,30516822.82,97980.52
2008-10-16,340.0,343.52,310.69,325.05,326.39,43712969.32,141974.31
2008-10-15,372.85,375.11,353.24,353.84,356.46,22060026.76,80122.93
2008-10-14,381.04,391.12,377.52,377.55,380.11,19727780.44,75817.05
2008-10-13,365.33,373.77,363.5,369.04,368.47,19050273.44,70236.15
2008-10-10,375.11,375.11,346.34,360.17,358.2,35799978.54,128818.95
2008-10-08,382.21,390.63,353.82,389.27,386.56,32723657.98,122101.41
2008-10-07,389.52,401.44,378.34,396.41,392.68,27534069.16,107824.5
2008-10-06,405.42,410.11,382.82,386.2,384.93,25814677.4,102477.43
2008-10-03,459.36,459.36,409.33,411.08,413.03,45582763.24,192841.67
2008-10-01,459.59,460.3,441.65,447.33,447.09,14823839.28,66868.83
2008-09-30,443.15,465.45,423.34,456.1,457.1,28976798.88,131108.1
2008-09-29,463.11,464.28,441.07,455.84,453.23,25860062.04,116615.9
2008-09-26,473.19,477.18,458.7,459.36,460.34,14800353.76,69211.31
2008-09-25,478.61,482.97,467.33,476.19,475.0,20977414.4,99387.24
2008-09-24,466.64,484.2,466.64,481.64,479.78,23302615.48,111622.7
2008-09-23,468.97,491.58,468.97,469.68,470.48,22111834.0,106108.1
2008-09-22,492.42,494.77,472.79,475.77,478.14,24730346.36,119612.52
2008-09-19,464.52,485.84,459.59,481.64,481.89,21992952.02,104104.49
2008-09-18,422.54,456.78,413.87,454.89,454.49,37298490.18,163041.64
2008-09-17,459.59,459.59,433.45,437.35,440.05,17205351.1,76110.86
2008-09-16,422.07,453.73,422.07,452.56,452.1,19090595.9,84188.59
2008-09-15,443.11,445.52,427.52,440.83,442.46,21425673.98,93276.69
2008-09-12,475.76,478.35,450.14,450.21,453.18,29076489.84,133910.88
2008-09-11,485.39,485.39,464.81,468.97,468.36,24274329.34,114332.57
2008-09-10,499.44,500.55,485.86,487.96,488.35,16281943.16,80149.19
2008-09-09,502.97,506.25,489.26,499.92,502.4,8403683.86,41831.83
2008-09-08,513.52,513.52,498.28,499.55,500.2,12233307.42,61578.0
2008-09-05,493.59,493.59,484.21,488.9,487.94,13753752.26,67154.57
2008-09-04,527.59,527.59,499.92,505.55,504.67,11358303.5,57503.78
2008-09-02,501.8,521.73,498.28,519.38,518.86,10753044.32,55023.37
2008-09-01,497.11,507.77,493.12,503.37,502.19,9761546.64,48999.81
2008-08-29,501.8,503.65,492.18,498.35,500.91,10736002.68,53483.96
2008-08-28,508.37,508.37,481.35,488.9,485.58,20471193.66,100861.04
2008-08-27,515.85,515.85,501.8,502.97,503.68,15750488.38,79654.35
2008-08-26,520.32,520.32,503.36,512.37,511.03,14823178.26,75428.63
2008-08-25,517.12,535.8,517.12,521.26,523.37,5933262.18,31335.78
2008-08-22,515.75,529.91,515.66,525.25,526.38,9786081.3,51414.12
2008-08-21,530.23,530.23,516.47,517.52,518.84,8336037.64,43331.79
2008-08-20,520.56,529.94,519.97,529.39,526.74,9696297.16,50856.18
2008-08-19,521.73,523.84,514.79,521.97,520.46,8858140.02,46034.1
2008-08-18,536.97,536.97,518.26,521.5,521.69,10718837.38,56102.6
2008-08-14,547.76,549.87,530.25,533.46,533.85,10225308.32,55204.01
2008-08-13,546.3,557.14,541.04,548.4,547.96,13870924.1,76125.34
2008-08-12,548.7,556.79,542.86,551.82,550.4,16027308.18,88157.27
2008-08-11,527.86,547.76,527.86,546.66,545.24,12483055.1,67747.89
2008-08-08,527.52,535.56,523.15,526.61,528.01,14087697.34,74411.76
2008-08-07,538.85,543.28,530.0,532.28,532.89,11969157.94,64156.02
2008-08-06,536.97,550.81,536.06,538.73,538.99,17757894.68,96658.79
2008-08-05,529.15,536.03,517.04,534.86,533.7,20460114.04,107595.81
2008-08-04,550.99,550.99,523.51,525.72,525.81,17468886.46,92614.08
2008-08-01,508.85,542.37,504.85,541.35,538.75,16097056.86,85331.88
2008-07-31,519.34,520.56,505.37,519.15,517.63,13873674.8,71397.8
2008-07-30,501.33,509.77,492.43,509.42,507.78,8940358.62,45025.84
2008-07-29,501.75,506.24,486.56,487.6,488.46,15154747.92,74998.73
2008-07-28,504.16,513.29,493.83,510.53,511.16,14429242.06,72712.53
2008-07-25,548.33,548.33,500.63,502.29,503.46,30403779.2,154403.11
2008-07-24,529.91,546.35,529.91,541.67,541.2,14207146.5,76579.21
2008-07-23,508.83,534.39,508.83,534.37,531.65,21535907.2,112849.92
2008-07-22,498.28,515.63,498.28,503.5,504.65,12168040.9,61810.34
2008-07-21,503.91,507.49,490.79,505.88,504.81,12691516.48,63247.88
2008-07-18,466.62,498.75,466.62,494.89,495.51,16417572.52,79276.3
2008-07-17,477.88,479.45,460.79,475.7,473.32,13169547.74,61702.85
2008-07-16,466.66,474.83,450.21,458.95,455.73,16532714.36,76576.2
2008-07-15,470.14,479.94,461.47,461.94,463.67,20322599.72,95633.39
2008-07-14,468.97,486.56,466.62,483.27,479.16,15836178.4,75695.66
2008-07-11,481.64,485.13,467.09,474.98,472.74,14287949.22,68020.99
2008-07-10,487.0,488.84,476.38,478.35,479.91,12277741.02,59110.35
2008-07-09,468.97,491.23,468.97,490.21,487.53,15012717.32,72167.17
2008-07-08,468.5,472.95,452.63,464.75,464.15,20515610.2,94773.87
2008-07-07,490.09,497.11,468.27,473.38,475.58,15868790.34,77249.1
2008-07-04,485.4,499.74,480.71,487.67,491.93,17358764.1,85282.72
2008-07-03,499.46,499.46,474.98,486.33,485.41,20965038.32,101558.23
2008-07-02,478.28,511.88,466.62,502.97,502.74,29620039.24,143444.65
2008-07-01,494.77,503.91,475.15,475.15,479.33,25273951.22,122868.37
2008-06-30,511.18,519.83,487.26,488.43,491.28,25701676.42,129454.57
2008-06-27,510.24,527.12,500.68,508.6,511.8,27794990.28,142266.27
2008-06-26,502.97,529.91,500.86,522.9,525.14,40670638.18,211495.81
2008-06-25,458.71,503.68,458.71,502.97,500.86,17824214.6,87809.7
2008-06-24,479.52,500.16,472.49,479.09,483.67,25542088.14,124245.12
2008-06-23,487.73,488.41,464.83,476.02,475.0,23269841.48,110588.7
2008-06-20,529.95,529.95,486.63,493.12,492.23,22845199.64,114915.25
2008-06-19,529.67,532.29,522.96,528.07,527.16,8687122.44,45797.21
2008-06-18,551.04,551.04,534.63,535.02,536.29,12287954.92,66646.79
2008-06-17,534.64,548.7,529.94,548.29,547.03,10633957.64,57408.65
2008-06-16,551.04,551.04,530.45,534.0,535.18,13489705.14,72458.48
2008-06-13,536.27,539.29,524.08,530.91,532.38,14924946.1,79706.4
2008-06-12,527.6,538.15,505.64,533.77,533.99,22335034.1,116576.85
2008-06-11,534.63,534.63,518.21,531.11,530.26,20407965.64,107474.44
2008-06-10,527.59,527.59,502.97,518.68,515.34,19443493.18,99626.07
2008-06-09,511.65,520.42,495.0,508.83,507.12,22303761.26,113440.78
2008-06-06,539.08,539.08,518.68,523.66,524.9,21174540.3,111797.96
2008-06-05,551.04,551.04,510.0,526.89,526.84,32906791.5,173165.18
2008-06-04,564.88,573.08,535.8,537.44,540.96,16609559.48,92160.73
2008-06-03,551.04,568.6,542.37,565.11,564.32,15404124.56,86462.73
2008-06-02,569.33,572.14,548.7,548.78,553.11,11695920.46,65271.87
2008-05-30,585.96,585.96,560.48,563.02,563.59,15304996.56,87057.25
2008-05-29,599.22,599.22,573.32,578.48,577.47,17583218.04,102878.45
2008-05-28,587.39,594.42,579.41,590.09,591.49,9200362.82,54120.55
2008-05-27,600.28,607.27,581.53,582.71,585.06,7454073.8,44146.68
2008-05-26,595.59,599.07,586.71,592.29,589.87,11353117.68,67256.74
2008-05-23,616.7,619.04,597.94,597.94,599.39,8799731.08,53496.01
2008-05-22,617.87,621.39,608.96,616.7,615.77,10180844.86,62632.75
2008-05-21,604.97,627.25,598.0,625.99,625.54,14222205.06,88477.88
2008-05-20,615.52,617.87,603.57,609.72,610.35,7580939.22,46306.3
2008-05-16,616.93,620.92,610.36,619.04,618.03,8246692.78,50734.11
2008-05-15,593.46,617.33,593.42,614.35,615.04,10663818.84,64728.5
2008-05-14,590.91,599.12,581.58,592.54,593.42,8571285.44,50682.31
2008-05-13,609.66,609.66,583.4,586.24,586.47,11091556.84,65925.65
2008-05-12,588.8,601.25,580.84,599.11,598.84,11775456.58,69408.94
2008-05-09,625.02,626.93,588.56,594.26,592.87,14959118.92,90854.15
2008-05-08,628.42,629.83,622.0,624.9,625.43,8078442.98,50585.45
2008-05-07,630.05,630.05,612.31,627.5,627.47,10924845.92,67958.98
2008-05-06,606.71,625.85,606.71,617.28,618.38,9012499.48,55862.18
2008-05-05,624.24,632.15,618.38,623.05,622.86,9015636.38,56386.95
2008-05-02,706.12,706.12,613.48,625.15,624.16,10325684.18,64057.94
2008-04-30,618.38,624.22,608.26,608.58,610.1,11731476.18,71980.97
2008-04-29,602.05,624.22,602.05,620.95,620.7,10655882.02,65628.69
2008-04-28,613.95,617.22,602.64,604.38,604.71,8750692.2,53223.19
2008-04-25,604.38,614.65,597.85,612.78,612.43,14444050.5,87542.11
2008-04-24,606.71,606.71,596.53,599.71,602.67,14158922.12,85194.05
2008-04-23,609.51,614.18,599.25,600.84,601.49,13611335.06,82465.19
2008-04-22,606.95,624.22,606.05,606.92,608.43,12310715.1,75561.89
2008-04-21,613.64,625.38,611.87,617.22,616.89,9060787.24,56064.55
2008-04-17,625.43,634.25,611.5,614.93,616.06,10743008.28,66571.26
2008-04-16,611.39,622.11,610.29,618.36,616.63,15435916.72,95331.82
2008-04-15,586.86,615.35,580.19,611.38,609.47,18285284.94,109975.73
2008-04-11,592.71,599.01,575.33,594.71,595.41,18370418.48,108425.29
2008-04-10,565.88,587.91,561.44,575.21,576.06,15712971.42,90671.76
2008-04-09,549.54,567.46,548.62,566.0,564.3,9779117.06,54682.86
2008-04-08,560.04,565.38,550.7,553.28,555.79,12083568.04,67079.36
2008-04-07,526.5,566.97,526.5,561.21,561.19,11282761.62,62966.72
2008-04-04,556.55,563.52,539.44,541.4,541.64,10654639.24,58661.77
2008-04-03,548.38,564.24,547.44,558.32,559.12,8475428.78,47195.7
2008-04-02,558.88,572.37,543.71,546.25,546.87,15704344.92,87956.67
2008-04-01,536.48,554.21,523.53,544.41,547.27,13129751.56,70947.97
2008-03-31,537.88,544.88,525.06,525.67,528.73,13269990.96,70830.57
2008-03-28,544.64,552.55,520.76,547.21,548.95,16903551.14,90593.39
2008-03-27,534.38,539.98,523.64,536.73,529.9,17777393.44,93890.34
2008-03-26,544.64,545.12,529.84,536.71,536.58,9992473.74,53633.53
2008-03-25,516.88,542.53,516.88,541.84,539.93,13349030.66,71244.02
2008-03-24,504.04,515.64,495.97,513.84,513.43,12793125.66,64462.57
2008-03-19,525.04,547.21,500.57,501.71,503.83,14569196.72,74623.78
2008-03-18,525.0,525.0,494.71,498.2,501.94,16993655.74,86689.02
2008-03-17,527.63,530.41,502.88,507.31,508.75,20181509.74,103690.44
2008-03-14,525.04,546.02,520.44,545.66,541.99,11726895.08,62589.52
2008-03-13,534.38,542.54,513.75,526.23,523.42,17359589.42,91609.61
2008-03-12,564.43,566.67,550.71,550.71,554.12,13696078.64,76775.89
2008-03-11,525.04,549.54,514.4,546.51,547.89,15711818.66,84535.16
2008-03-10,515.92,534.1,495.26,529.63,530.77,22469710.52,115846.85
2008-03-07,531.74,531.74,505.5,520.37,524.63,14244214.22,73801.33
2008-03-05,522.73,541.38,519.7,539.98,535.02,12586809.9,66378.07
2008-03-04,541.38,545.58,515.71,526.91,523.46,19518272.88,103569.96
2008-03-03,560.0,560.0,534.27,541.38,538.11,12979304.42,70984.7
2008-02-29,595.51,595.51,562.38,567.93,574.85,14299958.56,82374.03
2008-02-28,602.05,606.71,587.28,592.71,591.14,12092773.06,71842.34
2008-02-27,607.88,615.58,599.73,603.0,604.02,11422542.44,69467.17
2008-02-26,598.52,603.45,590.87,598.82,601.27,6265123.52,37419.32
2008-02-25,582.21,598.55,562.39,593.97,595.39,7943286.26,46164.47
2008-02-22,569.91,578.72,563.55,564.48,568.08,8496238.64,48446.2
2008-02-21,585.72,592.95,574.37,583.85,582.51,6888690.52,40178.51
2008-02-20,583.43,595.05,574.51,578.93,579.65,9460425.52,55195.25
2008-02-19,604.38,610.91,590.38,590.38,596.11,6893773.0,41562.99
2008-02-18,606.71,610.22,592.25,595.5,595.91,5590847.5,33460.75
2008-02-15,584.52,606.71,575.44,604.45,605.3,9224334.86,54799.74
2008-02-14,571.71,591.08,571.71,589.21,587.29,12339440.06,72022.62
2008-02-13,553.04,576.13,548.39,563.71,557.59,20346167.24,114695.4
2008-02-12,532.28,564.71,526.68,541.14,542.51,17456550.64,95022.58
2008-02-11,563.31,563.31,521.54,526.68,531.34,20400990.22,109527.78
2008-02-08,568.24,575.91,557.71,561.79,566.2,13543283.08,76618.78
2008-02-07,588.05,602.05,561.7,566.58,565.99,13428456.06,77533.33
2008-02-06,597.36,599.71,583.68,594.58,595.63,9435407.4,56013.53
2008-02-05,606.71,614.65,598.85,614.65,610.71,7420935.88,45169.22
2008-02-04,591.78,616.51,591.78,604.38,604.66,12643321.32,76912.57
2008-02-01,581.05,597.44,564.71,591.49,593.35,9039741.7,52452.45
2008-01-31,576.85,599.64,553.28,582.21,578.46,24209025.78,140574.1
2008-01-30,593.93,606.25,572.41,576.38,576.83,10703869.82,62478.76
2008-01-29,617.22,617.22,592.8,599.48,601.33,8521920.98,51442.81
2008-01-28,598.55,605.48,567.04,599.01,598.88,12965188.34,75713.2
2008-01-25,600.88,612.55,589.21,609.62,610.31,12841006.32,77435.61
2008-01-24,604.38,617.22,568.21,581.05,580.79,20923160.64,123025.96
2008-01-23,564.71,659.22,560.04,597.38,595.21,31409122.66,184505.54
